condition,float32,int4,int8
-5,28.000000000000004,29.000000000000004,29.000000000000004
0,17.000000000000004,16.000000000000004,16.000000000000004
10,0.0,0.0,0.0
20,0.0,2.0000000000000018,2.0000000000000018
